File Path,Real Label,Predict Label,Sub Label
Animal/bear/on snow/101.jpg,bear,cat,on snow
Animal/bear/on snow/102.jpg,bear,monkey,on snow
Animal/bear/on snow/103.jpg,bear,bear,on snow
Animal/bear/on snow/104.png,bear,cat,on snow
Animal/bear/on snow/105.jpg,bear,bear,on snow
Animal/bear/on snow/106.jpg,bear,bird,on snow
Animal/bear/on snow/107.jpg,bear,bear,on snow
Animal/bear/on snow/108.jpg,bear,sheep,on snow
Animal/bear/on snow/109.jpg,bear,rat,on snow
Animal/bear/on snow/11.jpg,bear,bear,on snow
Animal/bear/on snow/110.jpg,bear,monkey,on snow
Animal/bear/on snow/111.jpg,bear,sheep,on snow
Animal/bear/on snow/112.jpg,bear,bear,on snow
Animal/bear/on snow/113.jpg,bear,dog,on snow
Animal/bear/on snow/12.jpg,bear,horse,on snow
Animal/bear/on snow/13.jpg,bear,monkey,on snow
Animal/bear/on snow/14.png,bear,dog,on snow
Animal/bear/on snow/15.png,bear,dog,on snow
Animal/bear/on snow/16.jpg,bear,dog,on snow
Animal/bear/on snow/17.jpg,bear,sheep,on snow
Animal/bear/on snow/18.jpg,bear,bear,on snow
Animal/bear/on snow/19.jpg,bear,bear,on snow
Animal/bear/on snow/2.jpg,bear,dog,on snow
Animal/bear/on snow/20.jpg,bear,bird,on snow
Animal/bear/on snow/21.jpg,bear,bear,on snow
Animal/bear/on snow/22.jpg,bear,cat,on snow
Animal/bear/on snow/23.jpg,bear,bear,on snow
Animal/bear/on snow/24.jpg,bear,dog,on snow
Animal/bear/on snow/25.jpg,bear,cat,on snow
Animal/bear/on snow/26.jpg,bear,bear,on snow
Animal/bear/on snow/27.jpg,bear,horse,on snow
Animal/bear/on snow/28.jpg,bear,sheep,on snow
Animal/bear/on snow/29.jpg,bear,bear,on snow
Animal/bear/on snow/3.jpg,bear,bear,on snow
Animal/bear/on snow/30.jpg,bear,cat,on snow
Animal/bear/on snow/31.jpg,bear,monkey,on snow
Animal/bear/on snow/32.jpg,bear,monkey,on snow
Animal/bear/on snow/33.jpg,bear,horse,on snow
Animal/bear/on snow/34.jpg,bear,horse,on snow
Animal/bear/on snow/35.jpg,bear,bear,on snow
Animal/bear/on snow/36.jpg,bear,dog,on snow
Animal/bear/on snow/37.jpg,bear,bird,on snow
Animal/bear/on snow/38.jpg,bear,monkey,on snow
Animal/bear/on snow/39.jpg,bear,monkey,on snow
Animal/bear/on snow/4.jpg,bear,bear,on snow
Animal/bear/on snow/40.jpg,bear,monkey,on snow
Animal/bear/on snow/41.jpg,bear,monkey,on snow
Animal/bear/on snow/42.jpg,bear,dog,on snow
Animal/bear/on snow/43.jpg,bear,bear,on snow
Animal/bear/on snow/44.jpg,bear,dog,on snow
Animal/bear/on snow/45.jpg,bear,monkey,on snow
Animal/bear/on snow/46.jpg,bear,bear,on snow
Animal/bear/on snow/47.jpg,bear,bear,on snow
Animal/bear/on snow/48.jpg,bear,cat,on snow
Animal/bear/on snow/49.png,bear,bird,on snow
Animal/bear/on snow/5.jpg,bear,bear,on snow
Animal/bear/on snow/50.jpg,bear,bird,on snow
Animal/bear/on snow/51.jpg,bear,bear,on snow
Animal/bear/on snow/52.jpg,bear,monkey,on snow
Animal/bear/on snow/53.jpg,bear,dog,on snow
Animal/bear/on snow/54.jpg,bear,bird,on snow
Animal/bear/on snow/55.jpg,bear,bear,on snow
Animal/bear/on snow/56.jpg,bear,monkey,on snow
Animal/bear/on snow/57.jpg,bear,bear,on snow
Animal/bear/on snow/58.jpg,bear,bird,on snow
Animal/bear/on snow/59.jpg,bear,bear,on snow
Animal/bear/on snow/6.jpg,bear,bear,on snow
Animal/bear/on snow/60.jpg,bear,bear,on snow
Animal/bear/on snow/61.jpg,bear,bear,on snow
Animal/bear/on snow/62.jpg,bear,bear,on snow
Animal/bear/on snow/63.jpg,bear,sheep,on snow
Animal/bear/on snow/64.jpg,bear,dog,on snow
Animal/bear/on snow/65.jpg,bear,bear,on snow
Animal/bear/on snow/66.jpg,bear,bear,on snow
Animal/bear/on snow/67.jpg,bear,bird,on snow
Animal/bear/on snow/68.jpg,bear,cat,on snow
Animal/bear/on snow/69.jpg,bear,monkey,on snow
Animal/bear/on snow/7.jpg,bear,bear,on snow
Animal/bear/on snow/70.jpg,bear,bear,on snow
Animal/bear/on snow/71.jpg,bear,bear,on snow
Animal/bear/on snow/72.jpg,bear,dog,on snow
Animal/bear/on snow/73.jpg,bear,bear,on snow
Animal/bear/on snow/74.jpg,bear,bird,on snow
Animal/bear/on snow/75.jpg,bear,bear,on snow
Animal/bear/on snow/76.jpg,bear,monkey,on snow
Animal/bear/on snow/77.jpg,bear,bear,on snow
Animal/bear/on snow/78.jpg,bear,dog,on snow
Animal/bear/on snow/79.jpg,bear,monkey,on snow
Animal/bear/on snow/8.jpg,bear,bear,on snow
Animal/bear/on snow/80.jpg,bear,bear,on snow
Animal/bear/on snow/81.jpg,bear,dog,on snow
Animal/bear/on snow/82.jpg,bear,bear,on snow
Animal/bear/on snow/83.jpg,bear,cat,on snow
Animal/bear/on snow/84.jpg,bear,bear,on snow
Animal/bear/on snow/85.jpg,bear,dog,on snow
Animal/bear/on snow/86.jpg,bear,dog,on snow
Animal/bear/on snow/87.jpg,bear,bear,on snow
Animal/bear/on snow/88.jpg,bear,dog,on snow
Animal/bear/on snow/89.jpg,bear,cat,on snow
Animal/bear/on snow/9.jpg,bear,dog,on snow
Animal/bear/on snow/90.jpg,bear,bear,on snow
Animal/bear/on snow/91.jpeg,bear,bear,on snow
Animal/bear/on snow/93.jpg,bear,dog,on snow
Animal/bear/on snow/94.jpg,bear,rat,on snow
Animal/bear/on snow/95.jpg,bear,monkey,on snow
Animal/bear/on snow/96.jpg,bear,bear,on snow
Animal/bear/on snow/97.jpg,bear,dog,on snow
Animal/bear/on snow/98.jpg,bear,bear,on snow
Animal/bear/on snow/99.jpg,bear,bear,on snow
Animal/bear/on tree/0.jpg,bear,bear,on tree
Animal/bear/on tree/1.jpg,bear,bear,on tree
Animal/bear/on tree/10.png,bear,bird,on tree
Animal/bear/on tree/11.jpg,bear,monkey,on tree
Animal/bear/on tree/12.jpg,bear,monkey,on tree
Animal/bear/on tree/13.jpg,bear,rat,on tree
Animal/bear/on tree/14.jpg,bear,elephant,on tree
Animal/bear/on tree/15.jpg,bear,monkey,on tree
Animal/bear/on tree/16.jpg,bear,sheep,on tree
Animal/bear/on tree/17.jpg,bear,monkey,on tree
Animal/bear/on tree/18.jpg,bear,monkey,on tree
Animal/bear/on tree/19.jpg,bear,elephant,on tree
Animal/bear/on tree/2.jpg,bear,bird,on tree
Animal/bear/on tree/20.jpg,bear,horse,on tree
Animal/bear/on tree/21.jpg,bear,bird,on tree
Animal/bear/on tree/22.jpg,bear,bear,on tree
Animal/bear/on tree/23.jpg,bear,bear,on tree
Animal/bear/on tree/24.jpg,bear,elephant,on tree
Animal/bear/on tree/25.jpg,bear,bird,on tree
Animal/bear/on tree/26.jpg,bear,horse,on tree
Animal/bear/on tree/27.jpg,bear,dog,on tree
Animal/bear/on tree/28.png,bear,bear,on tree
Animal/bear/on tree/29.jpg,bear,cow,on tree
Animal/bear/on tree/3.jpg,bear,bird,on tree
Animal/bear/on tree/30.jpg,bear,bear,on tree
Animal/bear/on tree/31.jpg,bear,bird,on tree
Animal/bear/on tree/32.jpg,bear,rat,on tree
Animal/bear/on tree/33.jpg,bear,bird,on tree
Animal/bear/on tree/34.jpg,bear,bear,on tree
Animal/bear/on tree/35.jpg,bear,bear,on tree
Animal/bear/on tree/36.jpg,bear,rat,on tree
Animal/bear/on tree/37.jpg,bear,monkey,on tree
Animal/bear/on tree/38.jpg,bear,elephant,on tree
Animal/bear/on tree/39.jpg,bear,elephant,on tree
Animal/bear/on tree/4.png,bear,bear,on tree
Animal/bear/on tree/40.jpg,bear,bear,on tree
Animal/bear/on tree/41.jpg,bear,bird,on tree
Animal/bear/on tree/42.jpg,bear,bear,on tree
Animal/bear/on tree/43.jpg,bear,cat,on tree
Animal/bear/on tree/44.jpg,bear,bird,on tree
Animal/bear/on tree/45.jpg,bear,horse,on tree
Animal/bear/on tree/46.jpg,bear,bird,on tree
Animal/bear/on tree/47.jpg,bear,bear,on tree
Animal/bear/on tree/48.jpg,bear,sheep,on tree
Animal/bear/on tree/49.jpg,bear,bear,on tree
Animal/bear/on tree/5.jpg,bear,bear,on tree
Animal/bear/on tree/50.jpg,bear,elephant,on tree
Animal/bear/on tree/51.jpg,bear,bear,on tree
Animal/bear/on tree/52.jpg,bear,cat,on tree
Animal/bear/on tree/53.jpg,bear,bear,on tree
Animal/bear/on tree/54.jpg,bear,bear,on tree
Animal/bear/on tree/55.jpg,bear,monkey,on tree
Animal/bear/on tree/56.jpg,bear,monkey,on tree
Animal/bear/on tree/57.jpg,bear,monkey,on tree
Animal/bear/on tree/58.jpg,bear,cat,on tree
Animal/bear/on tree/59.jpg,bear,elephant,on tree
Animal/bear/on tree/6.jpg,bear,sheep,on tree
Animal/bear/on tree/60.jpg,bear,bird,on tree
Animal/bear/on tree/61.jpg,bear,bear,on tree
Animal/bear/on tree/62.jpg,bear,bear,on tree
Animal/bear/on tree/63.jpg,bear,bear,on tree
Animal/bear/on tree/64.jpg,bear,horse,on tree
Animal/bear/on tree/65.jpeg,bear,elephant,on tree
Animal/bear/on tree/66.jpg,bear,monkey,on tree
Animal/bear/on tree/67.jpg,bear,bear,on tree
Animal/bear/on tree/68.jpg,bear,bird,on tree
Animal/bear/on tree/69.jpg,bear,bird,on tree
Animal/bear/on tree/7.jpg,bear,bird,on tree
Animal/bear/on tree/70.jpg,bear,bird,on tree
Animal/bear/on tree/8.jpg,bear,bird,on tree
Animal/bear/on tree/9.jpg,bear,monkey,on tree
Animal/bird/eating/0.jpg,bird,bird,eating
Animal/bird/eating/1.jpg,bird,bear,eating
Animal/bird/eating/10.jpg,bird,bear,eating
Animal/bird/eating/100.jpg,bird,bird,eating
Animal/bird/eating/101.jpg,bird,bird,eating
Animal/bird/eating/102.png,bird,bird,eating
Animal/bird/eating/103.jpg,bird,bear,eating
Animal/bird/eating/104.jpg,bird,bird,eating
Animal/bird/eating/105.jpg,bird,bird,eating
Animal/bird/eating/106.jpg,bird,bird,eating
Animal/bird/eating/107.jpg,bird,bird,eating
Animal/bird/eating/108.jpg,bird,rat,eating
Animal/bird/eating/109.jpg,bird,bird,eating
Animal/bird/eating/11.jpg,bird,bird,eating
Animal/bird/eating/110.png,bird,bird,eating
Animal/bird/eating/111.png,bird,bird,eating
Animal/bird/eating/112.jpg,bird,bird,eating
Animal/bird/eating/113.jpg,bird,bird,eating
Animal/bird/eating/114.jpg,bird,bird,eating
Animal/bird/eating/115.jpg,bird,bird,eating
Animal/bird/eating/116.jpg,bird,cat,eating
Animal/bird/eating/117.png,bird,bird,eating
Animal/bird/eating/119.jpg,bird,rat,eating
Animal/bird/eating/12.jpg,bird,bird,eating
Animal/bird/eating/120.jpg,bird,bird,eating
Animal/bird/eating/121.jpg,bird,bear,eating
Animal/bird/eating/122.jpg,bird,bird,eating
Animal/bird/eating/123.jpg,bird,bird,eating
Animal/bird/eating/124.jpg,bird,bird,eating
Animal/bird/eating/125.jpg,bird,bird,eating
Animal/bird/eating/126.jpg,bird,bear,eating
Animal/bird/eating/127.jpg,bird,bird,eating
Animal/bird/eating/128.jpg,bird,bird,eating
Animal/bird/eating/129.jpg,bird,bird,eating
Animal/bird/eating/13.jpg,bird,bird,eating
Animal/bird/eating/130.jpg,bird,bird,eating
Animal/bird/eating/131.jpg,bird,bird,eating
Animal/bird/eating/132.jpg,bird,rat,eating
Animal/bird/eating/133.jpg,bird,bird,eating
Animal/bird/eating/134.jpg,bird,cat,eating
Animal/bird/eating/135.jpg,bird,bird,eating
Animal/bird/eating/136.jpg,bird,bird,eating
Animal/bird/eating/137.jpg,bird,bird,eating
Animal/bird/eating/138.jpg,bird,bear,eating
Animal/bird/eating/139.jpg,bird,bird,eating
Animal/bird/eating/14.jpg,bird,bird,eating
Animal/bird/eating/140.jpg,bird,bird,eating
Animal/bird/eating/141.jpg,bird,bird,eating
Animal/bird/eating/142.jpg,bird,bird,eating
Animal/bird/eating/143.jpg,bird,bird,eating
Animal/bird/eating/144.jpg,bird,bird,eating
Animal/bird/eating/145.jpg,bird,bird,eating
Animal/bird/eating/146.jpg,bird,bird,eating
Animal/bird/eating/147.jpg,bird,bear,eating
Animal/bird/eating/148.jpg,bird,bird,eating
Animal/bird/eating/149.jpg,bird,bird,eating
Animal/bird/eating/15.jpg,bird,bear,eating
Animal/bird/eating/150.jpg,bird,bird,eating
Animal/bird/eating/151.jpg,bird,bird,eating
Animal/bird/eating/152.jpg,bird,bird,eating
Animal/bird/eating/153.jpg,bird,bird,eating
Animal/bird/eating/154.jpg,bird,bird,eating
Animal/bird/eating/155.jpg,bird,bird,eating
Animal/bird/eating/156.jpg,bird,bird,eating
Animal/bird/eating/157.jpg,bird,bird,eating
Animal/bird/eating/158.png,bird,bird,eating
Animal/bird/eating/159.jpg,bird,bird,eating
Animal/bird/eating/16.jpg,bird,bear,eating
Animal/bird/eating/160.jpg,bird,bird,eating
Animal/bird/eating/161.jpg,bird,bird,eating
Animal/bird/eating/162.jpg,bird,dog,eating
Animal/bird/eating/163.jpg,bird,bird,eating
Animal/bird/eating/164.jpg,bird,bird,eating
Animal/bird/eating/165.jpg,bird,bird,eating
Animal/bird/eating/166.png,bird,bird,eating
Animal/bird/eating/167.jpg,bird,bird,eating
Animal/bird/eating/168.jpg,bird,bird,eating
Animal/bird/eating/169.jpg,bird,bird,eating
Animal/bird/eating/17.jpg,bird,bird,eating
Animal/bird/eating/170.jpg,bird,bird,eating
Animal/bird/eating/171.jpg,bird,bird,eating
Animal/bird/eating/172.jpg,bird,rat,eating
Animal/bird/eating/173.png,bird,bird,eating
Animal/bird/eating/174.jpg,bird,bird,eating
Animal/bird/eating/175.jpg,bird,bird,eating
Animal/bird/eating/176.jpg,bird,bird,eating
Animal/bird/eating/177.jpg,bird,bird,eating
Animal/bird/eating/178.jpg,bird,bird,eating
Animal/bird/eating/179.jpg,bird,bird,eating
Animal/bird/eating/18.jpg,bird,bird,eating
Animal/bird/eating/180.jpg,bird,bird,eating
Animal/bird/eating/181.jpg,bird,bird,eating
Animal/bird/eating/182.jpg,bird,bird,eating
Animal/bird/eating/183.png,bird,bird,eating
Animal/bird/eating/184.jpg,bird,bird,eating
Animal/bird/eating/185.jpg,bird,bird,eating
Animal/bird/eating/186.jpg,bird,bear,eating
Animal/bird/eating/187.jpg,bird,bird,eating
Animal/bird/eating/188.jpg,bird,bird,eating
Animal/bird/eating/189.jpg,bird,bird,eating
Animal/bird/eating/19.jpg,bird,bird,eating
Animal/bird/eating/190.jpg,bird,bird,eating
Animal/bird/eating/191.jpg,bird,bird,eating
Animal/bird/eating/192.jpg,bird,bird,eating
Animal/bird/eating/193.jpg,bird,bird,eating
Animal/bird/eating/194.jpg,bird,bird,eating
Animal/bird/eating/195.jpg,bird,bird,eating
Animal/bird/eating/196.jpg,bird,bird,eating
Animal/bird/eating/2.jpg,bird,bird,eating
Animal/bird/eating/20.jpg,bird,bird,eating
Animal/bird/eating/21.jpg,bird,bird,eating
Animal/bird/eating/22.jpg,bird,bird,eating
Animal/bird/eating/23.jpg,bird,cat,eating
Animal/bird/eating/24.jpg,bird,bird,eating
Animal/bird/eating/25.jpg,bird,bird,eating
Animal/bird/eating/26.jpg,bird,bird,eating
Animal/bird/eating/27.jpg,bird,bird,eating
Animal/bird/eating/28.jpg,bird,bird,eating
Animal/bird/eating/29.jpg,bird,bear,eating
Animal/bird/eating/3.jpg,bird,bird,eating
Animal/bird/eating/30.jpg,bird,bird,eating
Animal/bird/eating/31.jpg,bird,bird,eating
Animal/bird/eating/32.jpg,bird,bird,eating
Animal/bird/eating/33.png,bird,bird,eating
Animal/bird/eating/34.jpg,bird,bear,eating
Animal/bird/eating/35.jpg,bird,cat,eating
Animal/bird/eating/36.jpg,bird,bird,eating
Animal/bird/eating/37.jpg,bird,bird,eating
Animal/bird/eating/38.jpg,bird,bird,eating
Animal/bird/eating/39.jpg,bird,bird,eating
Animal/bird/eating/4.jpg,bird,bird,eating
Animal/bird/eating/40.jpg,bird,bird,eating
Animal/bird/eating/41.jpg,bird,bird,eating
Animal/bird/eating/42.jpeg,bird,bird,eating
Animal/bird/eating/43.jpg,bird,bird,eating
Animal/bird/eating/44.jpg,bird,bird,eating
Animal/bird/eating/45.jpg,bird,bird,eating
Animal/bird/eating/46.jpg,bird,bird,eating
Animal/bird/eating/48.jpg,bird,bird,eating
Animal/bird/eating/49.png,bird,bear,eating
Animal/bird/eating/5.jpg,bird,rat,eating
Animal/bird/eating/50.jpg,bird,bird,eating
Animal/bird/eating/51.png,bird,bird,eating
Animal/bird/eating/52.jpeg,bird,bear,eating
Animal/bird/eating/53.jpg,bird,bird,eating
Animal/bird/eating/54.jpg,bird,bear,eating
Animal/bird/eating/55.jpg,bird,bird,eating
Animal/bird/eating/56.jpg,bird,bird,eating
Animal/bird/eating/57.jpg,bird,bird,eating
Animal/bird/eating/58.jpg,bird,bird,eating
Animal/bird/eating/59.jpg,bird,bird,eating
Animal/bird/eating/6.jpg,bird,bird,eating
Animal/bird/eating/60.png,bird,bird,eating
Animal/bird/eating/61.jpg,bird,bird,eating
Animal/bird/eating/62.jpg,bird,bird,eating
Animal/bird/eating/63.jpg,bird,bird,eating
Animal/bird/eating/64.jpg,bird,bear,eating
Animal/bird/eating/65.jpg,bird,bird,eating
Animal/bird/eating/66.jpg,bird,bird,eating
Animal/bird/eating/67.jpg,bird,bird,eating
Animal/bird/eating/68.jpg,bird,rat,eating
Animal/bird/eating/69.jpg,bird,bird,eating
Animal/bird/eating/7.jpg,bird,bird,eating
Animal/bird/eating/70.jpg,bird,bird,eating
Animal/bird/eating/71.jpg,bird,bird,eating
Animal/bird/eating/72.jpg,bird,bird,eating
Animal/bird/eating/74.jpg,bird,bird,eating
Animal/bird/eating/75.jpg,bird,bird,eating
Animal/bird/eating/76.jpg,bird,bird,eating
Animal/bird/eating/77.jpg,bird,rat,eating
Animal/bird/eating/78.jpg,bird,bird,eating
Animal/bird/eating/79.jpg,bird,bird,eating
Animal/bird/eating/8.png,bird,bird,eating
Animal/bird/eating/80.jpg,bird,bird,eating
Animal/bird/eating/81.jpg,bird,bird,eating
Animal/bird/eating/82.jpg,bird,bird,eating
Animal/bird/eating/83.jpg,bird,bird,eating
Animal/bird/eating/84.jpg,bird,bird,eating
Animal/bird/eating/85.jpg,bird,bird,eating
Animal/bird/eating/86.jpg,bird,bird,eating
Animal/bird/eating/87.jpg,bird,bird,eating
Animal/bird/eating/88.jpg,bird,bird,eating
Animal/bird/eating/89.jpg,bird,monkey,eating
Animal/bird/eating/9.png,bird,bird,eating
Animal/bird/eating/90.jpg,bird,rat,eating
Animal/bird/eating/91.jpg,bird,dog,eating
Animal/bird/eating/92.jpg,bird,bird,eating
Animal/bird/eating/93.jpg,bird,bird,eating
